name,referencePath,policyType,category,displayName,description,groupNames,policySets,allowedEffects,PRODParameters,NONPRODEffect,PRODParameters,NONPRODParameters
834b7a4a-83ab-2188-1a26-9c5033d8173b,,BuiltIn,Regulatory Compliance,Incorporate security and data privacy practices in research processing,CMA_0331 - Incorporate security and data privacy practices in research processing,PCI_DSS_v4.0_6.5.5,PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
f741c4e6-41eb-15a4-25a2-61ac7ca232f0,,BuiltIn,Regulatory Compliance,"Integrate audit review, analysis, and reporting","CMA_0339 - Integrate audit review, analysis, and reporting","PCI_DSS_v4.0_10.4.1,PCI_DSS_v4.0_10.4.1.1,PCI_DSS_v4.0_10.4.2,PCI_DSS_v4.0_10.4.2.1,PCI_DSS_v4.0_10.4.3",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
9fdde4a9-85fa-7850-6df4-ae9c4a2e56f9,,BuiltIn,Regulatory Compliance,Integrate cloud app security with a siem,CMA_0340 - Integrate cloud app security with a siem,"PCI_DSS_v4.0_10.4.1,PCI_DSS_v4.0_10.4.1.1,PCI_DSS_v4.0_10.4.2,PCI_DSS_v4.0_10.4.2.1,PCI_DSS_v4.0_10.4.3",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
97d91b33-7050-237b-3e23-a77d57d84e13,,BuiltIn,Regulatory Compliance,Issue public key certificates,CMA_0347 - Issue public key certificates,"PCI_DSS_v4.0_3.6.1,PCI_DSS_v4.0_3.6.1.1,PCI_DSS_v4.0_3.6.1.2,PCI_DSS_v4.0_3.6.1.3,PCI_DSS_v4.0_3.6.1.4,PCI_DSS_v4.0_3.7.1,PCI_DSS_v4.0_3.7.2,PCI_DSS_v4.0_3.7.3,PCI_DSS_v4.0_3.7.4,PCI_DSS_v4.0_3.7.5,PCI_DSS_v4.0_3.7.6,PCI_DSS_v4.0_3.7.7,PCI_DSS_v4.0_3.7.8,PCI_DSS_v4.0_3.7.9,PCI_DSS_v4.0_4.2.1,PCI_DSS_v4.0_4.2.1.1",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
2af551d5-1775-326a-0589-590bfb7e9eb2,,BuiltIn,Regulatory Compliance,Limit privileges to make changes in production environment,CMA_C1206 - Limit privileges to make changes in production environment,"PCI_DSS_v4.0_6.5.3,PCI_DSS_v4.0_6.5.4",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
3ad7f0bc-3d03-0585-4d24-529779bb02c2,,BuiltIn,Regulatory Compliance,Maintain availability of information,CMA_C1644 - Maintain availability of information,"PCI_DSS_v4.0_3.7.3,PCI_DSS_v4.0_4.2.1.1",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
0fd1ca29-677b-2f12-1879-639716459160,,BuiltIn,Regulatory Compliance,Maintain data breach records,CMA_0351 - Maintain data breach records,PCI_DSS_v4.0_12.10.2,PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
37546841-8ea1-5be0-214d-8ac599588332,,BuiltIn,Regulatory Compliance,Maintain incident response plan,CMA_0352 - Maintain incident response plan,"PCI_DSS_v4.0_12.10.2,PCI_DSS_v4.0_12.10.6",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
92ede480-154e-0e22-4dca-8b46a74a3a51,,BuiltIn,Regulatory Compliance,Maintain records of processing of personal data,CMA_0353 - Maintain records of processing of personal data,"PCI_DSS_v4.0_1.2.4,PCI_DSS_v4.0_12.5.2,PCI_DSS_v4.0_12.5.2.1,PCI_DSS_v4.0_9.4.5.1",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
29363ae1-68cd-01ca-799d-92c9197c8404,,BuiltIn,Regulatory Compliance,Manage authenticator lifetime and reuse,CMA_0355 - Manage authenticator lifetime and reuse,"PCI_DSS_v4.0_8.3.10,PCI_DSS_v4.0_8.3.10.1,PCI_DSS_v4.0_8.3.9,PCI_DSS_v4.0_8.6.3",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
4aacaec9-0628-272c-3e83-0d68446694e0,,BuiltIn,Regulatory Compliance,Manage Authenticators,CMA_C1321 - Manage Authenticators,PCI_DSS_v4.0_2.2.2,PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
4e400494-53a5-5147-6f4d-718b539c7394,,BuiltIn,Regulatory Compliance,Manage compliance activities,CMA_0358 - Manage compliance activities,PCI_DSS_v4.0_12.4.1,PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
63f63e71-6c3f-9add-4c43-64de23e554a7,,BuiltIn,Regulatory Compliance,Manage gateways,CMA_0363 - Manage gateways,"PCI_DSS_v4.0_5.2.1,PCI_DSS_v4.0_5.2.2,PCI_DSS_v4.0_5.2.3,PCI_DSS_v4.0_5.3.1,PCI_DSS_v4.0_5.3.3,PCI_DSS_v4.0_5.4.1",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
9c276cf3-596f-581a-7fbd-f5e46edaa0f4,,BuiltIn,Regulatory Compliance,Manage symmetric cryptographic keys,CMA_0367 - Manage symmetric cryptographic keys,"PCI_DSS_v4.0_3.6.1,PCI_DSS_v4.0_3.6.1.1,PCI_DSS_v4.0_3.6.1.2,PCI_DSS_v4.0_3.6.1.3,PCI_DSS_v4.0_3.6.1.4,PCI_DSS_v4.0_3.7.1,PCI_DSS_v4.0_3.7.2,PCI_DSS_v4.0_3.7.3,PCI_DSS_v4.0_3.7.4,PCI_DSS_v4.0_3.7.5,PCI_DSS_v4.0_3.7.6,PCI_DSS_v4.0_3.7.7,PCI_DSS_v4.0_3.7.8,PCI_DSS_v4.0_3.7.9,PCI_DSS_v4.0_4.2.1,PCI_DSS_v4.0_4.2.1.1",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
34d38ea7-6754-1838-7031-d7fd07099821,,BuiltIn,Regulatory Compliance,Manage system and admin accounts,CMA_0368 - Manage system and admin accounts,"PCI_DSS_v4.0_10.2.1.5,PCI_DSS_v4.0_7.3.1,PCI_DSS_v4.0_7.3.2",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
e603da3a-8af7-4f8a-94cb-1bcc0e0333d2,,BuiltIn,Regulatory Compliance,"Manage the input, output, processing, and storage of data","CMA_0369 - Manage the input, output, processing, and storage of data","PCI_DSS_v4.0_3.2.1,PCI_DSS_v4.0_9.5.1,PCI_DSS_v4.0_9.5.1.2,PCI_DSS_v4.0_9.5.1.2.1",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
4ac81669-00e2-9790-8648-71bc11bc91eb,,BuiltIn,Regulatory Compliance,Manage the transportation of assets,CMA_0370 - Manage the transportation of assets,"PCI_DSS_v4.0_9.4.3,PCI_DSS_v4.0_9.4.4",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
48c816c5-2190-61fc-8806-25d6f3df162f,,BuiltIn,Regulatory Compliance,Monitor access across the organization,CMA_0376 - Monitor access across the organization,"PCI_DSS_v4.0_10.2.1.5,PCI_DSS_v4.0_7.3.1,PCI_DSS_v4.0_7.3.2",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
7b28ba4f-0a87-46ac-62e1-46b7c09202a8,,BuiltIn,Regulatory Compliance,Monitor account activity,CMA_0377 - Monitor account activity,"PCI_DSS_v4.0_10.2.1.2,PCI_DSS_v4.0_10.2.1.3,PCI_DSS_v4.0_10.2.1.5,PCI_DSS_v4.0_10.2.1.6,PCI_DSS_v4.0_10.6.3,PCI_DSS_v4.0_7.2.5.1",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
ed87d27a-9abf-7c71-714c-61d881889da4,,BuiltIn,Regulatory Compliance,Monitor privileged role assignment,CMA_0378 - Monitor privileged role assignment,"PCI_DSS_v4.0_10.2.1.2,PCI_DSS_v4.0_10.2.1.3,PCI_DSS_v4.0_10.2.1.5,PCI_DSS_v4.0_10.2.1.6,PCI_DSS_v4.0_10.6.3",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
18e9d748-73d4-0c96-55ab-b108bfbd5bc3,,BuiltIn,Regulatory Compliance,Notify personnel of any failed security verification tests,CMA_C1710 - Notify personnel of any failed security verification tests,"PCI_DSS_v4.0_10.7.1,PCI_DSS_v4.0_10.7.2,PCI_DSS_v4.0_10.7.3",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
8489ff90-8d29-61df-2d84-f9ab0f4c5e84,,BuiltIn,Regulatory Compliance,Notify when account is not needed,CMA_0383 - Notify when account is not needed,"PCI_DSS_v4.0_10.2.1.5,PCI_DSS_v4.0_7.3.1,PCI_DSS_v4.0_7.3.2",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
3f1216b0-30ee-1ac9-3899-63eb744e85f5,,BuiltIn,Regulatory Compliance,Obtain Admin documentation,CMA_C1580 - Obtain Admin documentation,PCI_DSS_v4.0_6.3.2,PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
069101ac-4578-31da-0cd4-ff083edd3eb4,,BuiltIn,Regulatory Compliance,Obtain consent prior to collection or processing of personal data,CMA_0385 - Obtain consent prior to collection or processing of personal data,"PCI_DSS_v4.0_3.2.1,PCI_DSS_v4.0_3.3.1,PCI_DSS_v4.0_3.3.1.1,PCI_DSS_v4.0_3.3.1.2,PCI_DSS_v4.0_3.3.1.3,PCI_DSS_v4.0_3.3.3",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
ca6d7878-3189-1833-4620-6c7254ed1607,,BuiltIn,Regulatory Compliance,Obtain continuous monitoring plan for security controls,CMA_C1577 - Obtain continuous monitoring plan for security controls,PCI_DSS_v4.0_12.8.4,PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
22a02c9a-49e4-5dc9-0d14-eb35ad717154,,BuiltIn,Regulatory Compliance,Obtain design and implementation information for the security controls,CMA_C1576 - Obtain design and implementation information for the security controls,"PCI_DSS_v4.0_12.8.2,PCI_DSS_v4.0_12.8.5",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
44b71aa8-099d-8b97-1557-0e853ec38e0d,,BuiltIn,Regulatory Compliance,Obtain functional properties of security controls,CMA_C1575 - Obtain functional properties of security controls,"PCI_DSS_v4.0_12.8.2,PCI_DSS_v4.0_12.8.5",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
d18af1ac-0086-4762-6dc8-87cdded90e39,,BuiltIn,Regulatory Compliance,Perform a privacy impact assessment,CMA_0387 - Perform a privacy impact assessment,"PCI_DSS_v4.0_1.2.2,PCI_DSS_v4.0_5.3.5,PCI_DSS_v4.0_6.5.1,PCI_DSS_v4.0_6.5.3,PCI_DSS_v4.0_6.5.4,PCI_DSS_v4.0_6.5.6",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
8c5d3d8d-5cba-0def-257c-5ab9ea9644dc,,BuiltIn,Regulatory Compliance,Perform a risk assessment,CMA_0388 - Perform a risk assessment,"PCI_DSS_v4.0_1.2.2,PCI_DSS_v4.0_12.3.1,PCI_DSS_v4.0_12.3.2,PCI_DSS_v4.0_5.2.3.1,PCI_DSS_v4.0_5.3.5,PCI_DSS_v4.0_6.5.1",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
50e81644-923d-33fc-6ebb-9733bc8d1a06,,BuiltIn,Regulatory Compliance,Perform a trend analysis on threats,CMA_0389 - Perform a trend analysis on threats,"PCI_DSS_v4.0_11.5.1,PCI_DSS_v4.0_12.10.7,PCI_DSS_v4.0_5.2.1,PCI_DSS_v4.0_5.2.2,PCI_DSS_v4.0_5.2.3,PCI_DSS_v4.0_5.3.1,PCI_DSS_v4.0_5.3.3,PCI_DSS_v4.0_5.4.1",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
1282809c-9001-176b-4a81-260a085f4872,,BuiltIn,Regulatory Compliance,Perform audit for configuration change control,CMA_0390 - Perform audit for configuration change control,"PCI_DSS_v4.0_1.2.2,PCI_DSS_v4.0_5.3.5,PCI_DSS_v4.0_6.5.1,PCI_DSS_v4.0_6.5.3,PCI_DSS_v4.0_6.5.4,PCI_DSS_v4.0_6.5.6",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
b5a4be05-3997-1731-3260-98be653610f6,,BuiltIn,Regulatory Compliance,Perform disposition review,CMA_0391 - Perform disposition review,"PCI_DSS_v4.0_3.2.1,PCI_DSS_v4.0_3.3.1,PCI_DSS_v4.0_3.3.1.1,PCI_DSS_v4.0_3.3.1.3,PCI_DSS_v4.0_9.4.6,PCI_DSS_v4.0_9.4.7",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
f30edfad-4e1d-1eef-27ee-9292d6d89842,,BuiltIn,Regulatory Compliance,Perform security function verification at a defined frequency,CMA_C1709 - Perform security function verification at a defined frequency,"PCI_DSS_v4.0_10.7.1,PCI_DSS_v4.0_10.7.2,PCI_DSS_v4.0_10.7.3",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
3c5e0e1a-216f-8f49-0a15-76ed0d8b8e1f,,BuiltIn,Regulatory Compliance,Perform vulnerability scans,CMA_0393 - Perform vulnerability scans,"PCI_DSS_v4.0_11.3.1,PCI_DSS_v4.0_11.3.1.1,PCI_DSS_v4.0_11.3.1.3,PCI_DSS_v4.0_11.3.2,PCI_DSS_v4.0_11.3.2.1,PCI_DSS_v4.0_5.2.1,PCI_DSS_v4.0_5.2.2,PCI_DSS_v4.0_5.2.3,PCI_DSS_v4.0_5.3.1,PCI_DSS_v4.0_5.3.3,PCI_DSS_v4.0_5.4.1,PCI_DSS_v4.0_6.4.1",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
70a7a065-a060-85f8-7863-eb7850ed2af9,,BuiltIn,Regulatory Compliance,Produce Security Assessment report,CMA_C1146 - Produce Security Assessment report,PCI_DSS_v4.0_12.4.2.1,PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
de077e7e-0cc8-65a6-6e08-9ab46c827b05,,BuiltIn,Regulatory Compliance,"Produce, control and distribute asymmetric cryptographic keys","CMA_C1646 - Produce, control and distribute asymmetric cryptographic keys",PCI_DSS_v4.0_4.2.1,PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
16c54e01-9e65-7524-7c33-beda48a75779,,BuiltIn,Regulatory Compliance,"Produce, control and distribute symmetric cryptographic keys","CMA_C1645 - Produce, control and distribute symmetric cryptographic keys","PCI_DSS_v4.0_3.6.1.2,PCI_DSS_v4.0_3.7.2,PCI_DSS_v4.0_3.7.3,PCI_DSS_v4.0_4.2.1",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
0e696f5a-451f-5c15-5532-044136538491,,BuiltIn,Regulatory Compliance,Protect audit information,CMA_0401 - Protect audit information,"PCI_DSS_v4.0_10.3.1,PCI_DSS_v4.0_10.3.2,PCI_DSS_v4.0_10.3.4",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
b11697e8-9515-16f1-7a35-477d5c8a1344,,BuiltIn,Regulatory Compliance,Protect data in transit using encryption,CMA_0403 - Protect data in transit using encryption,"PCI_DSS_v4.0_3.5.1,PCI_DSS_v4.0_3.5.1.1,PCI_DSS_v4.0_3.5.1.2,PCI_DSS_v4.0_3.5.1.3,PCI_DSS_v4.0_4.2.1,PCI_DSS_v4.0_4.2.2",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
2401b496-7f23-79b2-9f80-89bb5abf3d4a,,BuiltIn,Regulatory Compliance,Protect incident response plan,CMA_0405 - Protect incident response plan,PCI_DSS_v4.0_12.10.2,PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
b2d3e5a2-97ab-5497-565a-71172a729d93,,BuiltIn,Regulatory Compliance,Protect passwords with encryption,CMA_0408 - Protect passwords with encryption,"PCI_DSS_v4.0_4.2.1,PCI_DSS_v4.0_4.2.2,PCI_DSS_v4.0_8.3.2",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
a315c657-4a00-8eba-15ac-44692ad24423,,BuiltIn,Regulatory Compliance,Protect special information,CMA_0409 - Protect special information,"PCI_DSS_v4.0_3.5.1,PCI_DSS_v4.0_3.5.1.1,PCI_DSS_v4.0_3.5.1.2,PCI_DSS_v4.0_3.5.1.3",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
d42a8f69-a193-6cbc-48b9-04a9e29961f1,,BuiltIn,Regulatory Compliance,Protect wireless access,CMA_0411 - Protect wireless access,"PCI_DSS_v4.0_1.3.3,PCI_DSS_v4.0_11.2.2,PCI_DSS_v4.0_2.3.1,PCI_DSS_v4.0_2.3.2,PCI_DSS_v4.0_4.2.1.2",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
2d4d0e90-32d9-4deb-2166-a00d51ed57c0,,BuiltIn,Regulatory Compliance,Provide information spillage training,CMA_0413 - Provide information spillage training,"PCI_DSS_v4.0_12.10.4,PCI_DSS_v4.0_12.10.4.1",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
9ac8621d-9acd-55bf-9f99-ee4212cc3d85,,BuiltIn,Regulatory Compliance,Provide periodic role-based security training,CMA_C1095 - Provide periodic role-based security training,"PCI_DSS_v4.0_12.6.3,PCI_DSS_v4.0_6.2.2",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
516be556-1353-080d-2c2f-f46f000d5785,,BuiltIn,Regulatory Compliance,Provide periodic security awareness training,CMA_C1091 - Provide periodic security awareness training,PCI_DSS_v4.0_12.6.3,PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
098a7b84-1031-66d8-4e78-bd15b5fd2efb,,BuiltIn,Regulatory Compliance,Provide privacy notice,CMA_0414 - Provide privacy notice,"PCI_DSS_v4.0_3.3.1,PCI_DSS_v4.0_3.3.1.1,PCI_DSS_v4.0_3.3.1.2,PCI_DSS_v4.0_3.3.1.3,PCI_DSS_v4.0_3.3.3,PCI_DSS_v4.0_3.4.1,PCI_DSS_v4.0_3.4.2",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
518eafdd-08e5-37a9-795b-15a8d798056d,,BuiltIn,Regulatory Compliance,Provide privacy training,CMA_0415 - Provide privacy training,"PCI_DSS_v4.0_1.5.1,PCI_DSS_v4.0_12.6.3,PCI_DSS_v4.0_8.4.2,PCI_DSS_v4.0_8.4.3,PCI_DSS_v4.0_8.5.1",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
4c385143-09fd-3a34-790c-a5fd9ec77ddc,,BuiltIn,Regulatory Compliance,Provide role-based security training,CMA_C1094 - Provide role-based security training,PCI_DSS_v4.0_12.6.3,PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
2b05dca2-25ec-9335-495c-29155f785082,,BuiltIn,Regulatory Compliance,Provide security training before providing access,CMA_0418 - Provide security training before providing access,"PCI_DSS_v4.0_12.6.3,PCI_DSS_v4.0_12.6.3.2,PCI_DSS_v4.0_6.2.2,PCI_DSS_v4.0_9.5.1.3",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
1cb7bf71-841c-4741-438a-67c65fdd7194,,BuiltIn,Regulatory Compliance,Provide security training for new users,CMA_0419 - Provide security training for new users,"PCI_DSS_v4.0_12.6.3,PCI_DSS_v4.0_12.6.3.1,PCI_DSS_v4.0_12.6.3.2",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
d136ae80-54dd-321c-98b4-17acf4af2169,,BuiltIn,Regulatory Compliance,Provide updated security awareness training,CMA_C1090 - Provide updated security awareness training,"PCI_DSS_v4.0_12.6.2,PCI_DSS_v4.0_12.6.3",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
8b1da407-5e60-5037-612e-2caa1b590719,,BuiltIn,Regulatory Compliance,Record disclosures of PII to third parties,CMA_0422 - Record disclosures of PII to third parties,"PCI_DSS_v4.0_12.8.2,PCI_DSS_v4.0_12.9.1",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
3ae68d9a-5696-8c32-62d3-c6f9c52e437c,,BuiltIn,Regulatory Compliance,Refresh authenticators,CMA_0425 - Refresh authenticators,"PCI_DSS_v4.0_8.3.10,PCI_DSS_v4.0_8.3.10.1,PCI_DSS_v4.0_8.3.9,PCI_DSS_v4.0_8.6.3",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
2f204e72-1896-3bf8-75c9-9128b8683a36,,BuiltIn,Regulatory Compliance,Reissue authenticators for changed groups and accounts,CMA_0426 - Reissue authenticators for changed groups and accounts,PCI_DSS_v4.0_8.2.2,PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
be38a620-000b-21cf-3cb3-ea151b704c3b,,BuiltIn,Regulatory Compliance,Remediate information system flaws,CMA_0427 - Remediate information system flaws,"PCI_DSS_v4.0_11.3.1,PCI_DSS_v4.0_11.3.1.1,PCI_DSS_v4.0_11.3.1.3,PCI_DSS_v4.0_11.3.2,PCI_DSS_v4.0_11.3.2.1,PCI_DSS_v4.0_12.3.4,PCI_DSS_v4.0_2.2.5,PCI_DSS_v4.0_6.3.1,PCI_DSS_v4.0_6.4.1",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
de770ba6-50dd-a316-2932-e0d972eaa734,,BuiltIn,Regulatory Compliance,Require approval for account creation,CMA_0431 - Require approval for account creation,"PCI_DSS_v4.0_7.2.1,PCI_DSS_v4.0_7.2.3,PCI_DSS_v4.0_7.2.6,PCI_DSS_v4.0_7.3.1,PCI_DSS_v4.0_7.3.2,PCI_DSS_v4.0_7.3.3,PCI_DSS_v4.0_8.2.4,PCI_DSS_v4.0_8.6.1",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
725164e5-3b21-1ec2-7e42-14f077862841,,BuiltIn,Regulatory Compliance,Require compliance with intellectual property rights,CMA_0432 - Require compliance with intellectual property rights,PCI_DSS_v4.0_12.2.1,PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
f6da5cca-5795-60ff-49e1-4972567815fe,,BuiltIn,Regulatory Compliance,"Require developer to identify SDLC ports, protocols, and services","CMA_C1578 - Require developer to identify SDLC ports, protocols, and services",PCI_DSS_v4.0_1.2.5,PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
b33d61c1-7463-7025-0ec0-a47585b59147,,BuiltIn,Regulatory Compliance,Require developers to manage change integrity,CMA_C1595 - Require developers to manage change integrity,PCI_DSS_v4.0_6.5.2,PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
4e45863d-9ea9-32b4-a204-2680bc6007a6,,BuiltIn,Regulatory Compliance,Require external service providers to comply with security requirements,CMA_C1586 - Require external service providers to comply with security requirements,"PCI_DSS_v4.0_12.8.1,PCI_DSS_v4.0_12.8.3,PCI_DSS_v4.0_12.8.4,PCI_DSS_v4.0_12.9.1,PCI_DSS_v4.0_12.9.2",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
08ad71d0-52be-6503-4908-e015460a16ae,,BuiltIn,Regulatory Compliance,Require use of individual authenticators,CMA_C1305 - Require use of individual authenticators,PCI_DSS_v4.0_8.2.2,PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
c6aeb800-0b19-944d-92dc-59b893722329,,BuiltIn,Regulatory Compliance,Rescreen individuals at a defined frequency,CMA_C1512 - Rescreen individuals at a defined frequency,PCI_DSS_v4.0_12.7.1,PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
8d140e8b-76c7-77de-1d46-ed1b2e112444,,BuiltIn,Regulatory Compliance,Restrict access to private keys,CMA_0445 - Restrict access to private keys,"PCI_DSS_v4.0_3.6.1,PCI_DSS_v4.0_3.6.1.1,PCI_DSS_v4.0_3.6.1.2,PCI_DSS_v4.0_3.6.1.3,PCI_DSS_v4.0_3.6.1.4,PCI_DSS_v4.0_3.7.1,PCI_DSS_v4.0_3.7.2,PCI_DSS_v4.0_3.7.3,PCI_DSS_v4.0_3.7.4,PCI_DSS_v4.0_3.7.5,PCI_DSS_v4.0_3.7.6,PCI_DSS_v4.0_3.7.7,PCI_DSS_v4.0_3.7.8,PCI_DSS_v4.0_3.7.9,PCI_DSS_v4.0_4.2.1,PCI_DSS_v4.0_4.2.1.1",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
873895e8-0e3a-6492-42e9-22cd030e9fcd,,BuiltIn,Regulatory Compliance,Restrict access to privileged accounts,CMA_0446 - Restrict access to privileged accounts,"PCI_DSS_v4.0_10.2.1.2,PCI_DSS_v4.0_10.2.1.3,PCI_DSS_v4.0_10.2.1.5,PCI_DSS_v4.0_10.2.1.6,PCI_DSS_v4.0_10.6.3",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
5020f3f4-a579-2f28-72a8-283c5a0b15f9,,BuiltIn,Regulatory Compliance,Restrict communications,CMA_0449 - Restrict communications,"PCI_DSS_v4.0_3.3.1,PCI_DSS_v4.0_3.3.1.1,PCI_DSS_v4.0_3.3.1.2,PCI_DSS_v4.0_3.3.1.3,PCI_DSS_v4.0_3.3.3,PCI_DSS_v4.0_3.4.1,PCI_DSS_v4.0_3.4.2",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
efef28d0-3226-966a-a1e8-70e89c1b30bc,,BuiltIn,Regulatory Compliance,Retain security policies and procedures,CMA_0454 - Retain security policies and procedures,"PCI_DSS_v4.0_10.5.1,PCI_DSS_v4.0_5.3.4",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
7c7032fe-9ce6-9092-5890-87a1a3755db1,,BuiltIn,Regulatory Compliance,Retain terminated user data,CMA_0455 - Retain terminated user data,"PCI_DSS_v4.0_10.5.1,PCI_DSS_v4.0_5.3.4",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
03d550b4-34ee-03f4-515f-f2e2faf7a413,,BuiltIn,Regulatory Compliance,Review access control policies and procedures,CMA_0457 - Review access control policies and procedures,PCI_DSS_v4.0_7.1.1,PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
a830fe9e-08c9-a4fb-420c-6f6bf1702395,,BuiltIn,Regulatory Compliance,Review account provisioning logs,CMA_0460 - Review account provisioning logs,"PCI_DSS_v4.0_10.4.1,PCI_DSS_v4.0_10.4.1.1,PCI_DSS_v4.0_10.4.2,PCI_DSS_v4.0_10.4.2.1,PCI_DSS_v4.0_10.4.3,PCI_DSS_v4.0_7.2.4",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
f27a298f-9443-014a-0d40-fef12adf0259,,BuiltIn,Regulatory Compliance,Review administrator assignments weekly,CMA_0461 - Review administrator assignments weekly,"PCI_DSS_v4.0_10.4.1,PCI_DSS_v4.0_10.4.1.1,PCI_DSS_v4.0_10.4.2,PCI_DSS_v4.0_10.4.2.1,PCI_DSS_v4.0_10.4.3",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
