"name","referencePath","policyType","category","displayName","description","groupNames","policySets","allowedEffects","prodEffect","testEffect","devEffect","sandboxEffect","prodParameters","testParameters","devParameters","sandboxParameters"
"df54d34f-65f3-39f1-103c-a0464b8615df","","BuiltIn","Regulatory Compliance","Manage transfers between standby and active system components","CMA_0371 - Manage transfers between standby and active system components","NIST_SP_800-53_R5_SC-7(18)","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"4012c2b7-4e0e-a7ab-1688-4aab43f14420","","BuiltIn","Regulatory Compliance","Map authenticated identities to individuals","CMA_0372 - Map authenticated identities to individuals","NIST_SP_800-53_R5_IA-5(2)","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"dad1887d-161b-7b61-2e4d-5124a7b5724e","","BuiltIn","Regulatory Compliance","Measure the time between flaw identification and flaw remediation","CMA_C1674 - Measure the time between flaw identification and flaw remediation","NIST_SP_800-53_R5_SI-2(3)","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"979ed3b6-83f9-26bc-4b86-5b05464700bf","","BuiltIn","Regulatory Compliance","Modify access authorizations upon personnel transfer","CMA_0374 - Modify access authorizations upon personnel transfer","NIST_SP_800-53_R5_PS-5","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"48c816c5-2190-61fc-8806-25d6f3df162f","","BuiltIn","Regulatory Compliance","Monitor access across the organization","CMA_0376 - Monitor access across the organization","NIST_SP_800-53_R5_AC-2(1),
NIST_SP_800-53_R5_AC-2(4),
NIST_SP_800-53_R5_AC-17(1)","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"7b28ba4f-0a87-46ac-62e1-46b7c09202a8","","BuiltIn","Regulatory Compliance","Monitor account activity","CMA_0377 - Monitor account activity","NIST_SP_800-53_R5_AC-2,
NIST_SP_800-53_R5_AC-2(7),
NIST_SP_800-53_R5_AC-2(12)","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"ed87d27a-9abf-7c71-714c-61d881889da4","","BuiltIn","Regulatory Compliance","Monitor privileged role assignment","CMA_0378 - Monitor privileged role assignment","NIST_SP_800-53_R5_AC-2(7),
NIST_SP_800-53_R5_AC-6(9)","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"82bd024a-5c99-05d6-96ff-01f539676a1a","","BuiltIn","Regulatory Compliance","Monitor security and privacy training completion","CMA_0379 - Monitor security and privacy training completion","NIST_SP_800-53_R5_AT-4","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"f8ded0c6-a668-9371-6bb6-661d58787198","","BuiltIn","Regulatory Compliance","Monitor third-party provider compliance","CMA_C1533 - Monitor third-party provider compliance","NIST_SP_800-53_R5_PS-7","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"41172402-8d73-64c7-0921-909083c086b0","","BuiltIn","Regulatory Compliance","Not allow for information systems to accompany with individuals","CMA_C1182 - Not allow for information systems to accompany with individuals","NIST_SP_800-53_R5_CM-2(7)","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"4b8fd5da-609b-33bf-9724-1c946285a14c","","BuiltIn","Regulatory Compliance","Notify Account Managers of customer controlled accounts","CMA_C1009 - Notify Account Managers of customer controlled accounts","NIST_SP_800-53_R5_AC-2","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"18e9d748-73d4-0c96-55ab-b108bfbd5bc3","","BuiltIn","Regulatory Compliance","Notify personnel of any failed security verification tests","CMA_C1710 - Notify personnel of any failed security verification tests","NIST_SP_800-53_R5_SI-6","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"6228396e-2ace-7ca5-3247-45767dbf52f4","","BuiltIn","Regulatory Compliance","Notify personnel upon sanctions","CMA_0380 - Notify personnel upon sanctions","NIST_SP_800-53_R5_PS-8","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"c79d378a-2521-822a-0407-57454f8d2c74","","BuiltIn","Regulatory Compliance","Notify upon termination or transfer","CMA_0381 - Notify upon termination or transfer","NIST_SP_800-53_R5_PS-4,
NIST_SP_800-53_R5_PS-5","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"fe2dff43-0a8c-95df-0432-cb1c794b17d0","","BuiltIn","Regulatory Compliance","Notify users of system logon or access","CMA_0382 - Notify users of system logon or access","NIST_SP_800-53_R5_AC-17(2)","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"8489ff90-8d29-61df-2d84-f9ab0f4c5e84","","BuiltIn","Regulatory Compliance","Notify when account is not needed","CMA_0383 - Notify when account is not needed","NIST_SP_800-53_R5_AC-2(1),
NIST_SP_800-53_R5_AC-2(4)","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"1ff03f2a-974b-3272-34f2-f6cd51420b30","","BuiltIn","Regulatory Compliance","Obscure feedback information during authentication process","CMA_C1344 - Obscure feedback information during authentication process","NIST_SP_800-53_R5_IA-6","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"ff136354-1c92-76dc-2dab-80fb7c6a9f1a","","BuiltIn","Regulatory Compliance","Observe and report security weaknesses","CMA_0384 - Observe and report security weaknesses","NIST_SP_800-53_R5_RA-5(6)","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"3f1216b0-30ee-1ac9-3899-63eb744e85f5","","BuiltIn","Regulatory Compliance","Obtain Admin documentation","CMA_C1580 - Obtain Admin documentation","NIST_SP_800-53_R5_SA-5","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"92b94485-1c49-3350-9ada-dffe94f08e87","","BuiltIn","Regulatory Compliance","Obtain approvals for acquisitions and outsourcing","CMA_C1590 - Obtain approvals for acquisitions and outsourcing","NIST_SP_800-53_R5_SA-9(1)","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"ca6d7878-3189-1833-4620-6c7254ed1607","","BuiltIn","Regulatory Compliance","Obtain continuous monitoring plan for security controls","CMA_C1577 - Obtain continuous monitoring plan for security controls","NIST_SP_800-53_R5_SA-4(8)","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"22a02c9a-49e4-5dc9-0d14-eb35ad717154","","BuiltIn","Regulatory Compliance","Obtain design and implementation information for the security controls","CMA_C1576 - Obtain design and implementation information for the security controls","NIST_SP_800-53_R5_SA-4(2)","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"44b71aa8-099d-8b97-1557-0e853ec38e0d","","BuiltIn","Regulatory Compliance","Obtain functional properties of security controls","CMA_C1575 - Obtain functional properties of security controls","NIST_SP_800-53_R5_SA-4(1)","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"d9af7f88-686a-5a8b-704b-eafdab278977","","BuiltIn","Regulatory Compliance","Obtain legal opinion for monitoring system activities","CMA_C1688 - Obtain legal opinion for monitoring system activities","NIST_SP_800-53_R5_SI-4","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"be1c34ab-295a-07a6-785c-36f63c1d223e","","BuiltIn","Regulatory Compliance","Obtain user security function documentation","CMA_C1581 - Obtain user security function documentation","NIST_SP_800-53_R5_SA-5","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"cb8841d4-9d13-7292-1d06-ba4d68384681","","BuiltIn","Regulatory Compliance","Perform a business impact assessment and application criticality assessment","CMA_0386 - Perform a business impact assessment and application criticality assessment","NIST_SP_800-53_R5_CP-2(8)","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"d18af1ac-0086-4762-6dc8-87cdded90e39","","BuiltIn","Regulatory Compliance","Perform a privacy impact assessment","CMA_0387 - Perform a privacy impact assessment","NIST_SP_800-53_R5_CM-3,
NIST_SP_800-53_R5_CM-4,
NIST_SP_800-53_R5_CM-4(1)","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"8c5d3d8d-5cba-0def-257c-5ab9ea9644dc","","BuiltIn","Regulatory Compliance","Perform a risk assessment","CMA_0388 - Perform a risk assessment","NIST_SP_800-53_R5_CM-3,
NIST_SP_800-53_R5_CM-4,
NIST_SP_800-53_R5_RA-3","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"50e81644-923d-33fc-6ebb-9733bc8d1a06","","BuiltIn","Regulatory Compliance","Perform a trend analysis on threats","CMA_0389 - Perform a trend analysis on threats","NIST_SP_800-53_R5_IR-4,
NIST_SP_800-53_R5_IR-7(1),
NIST_SP_800-53_R5_RA-5(6),
NIST_SP_800-53_R5_SI-3,
NIST_SP_800-53_R5_SI-4","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"5bac5fb7-7735-357b-767d-02264bfe5c3b","","BuiltIn","Regulatory Compliance","Perform all non-local maintenance","CMA_C1417 - Perform all non-local maintenance","NIST_SP_800-53_R5_MA-4(3)","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"1282809c-9001-176b-4a81-260a085f4872","","BuiltIn","Regulatory Compliance","Perform audit for configuration change control","CMA_0390 - Perform audit for configuration change control","NIST_SP_800-53_R5_CM-3,
NIST_SP_800-53_R5_CM-3(2),
NIST_SP_800-53_R5_CM-4,
NIST_SP_800-53_R5_CM-4(1)","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"8b1f29eb-1b22-4217-5337-9207cb55231e","","BuiltIn","Regulatory Compliance","Perform information input validation","CMA_C1723 - Perform information input validation","NIST_SP_800-53_R5_SI-10","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"f30edfad-4e1d-1eef-27ee-9292d6d89842","","BuiltIn","Regulatory Compliance","Perform security function verification at a defined frequency","CMA_C1709 - Perform security function verification at a defined frequency","NIST_SP_800-53_R5_SI-6","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"bf883b14-9c19-0f37-8825-5e39a8b66d5b","","BuiltIn","Regulatory Compliance","Perform threat modeling","CMA_0392 - Perform threat modeling","NIST_SP_800-53_R5_RA-5(6)","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"3c5e0e1a-216f-8f49-0a15-76ed0d8b8e1f","","BuiltIn","Regulatory Compliance","Perform vulnerability scans","CMA_0393 - Perform vulnerability scans","NIST_SP_800-53_R5_RA-5,
NIST_SP_800-53_R5_RA-5(2),
NIST_SP_800-53_R5_RA-5(3),
NIST_SP_800-53_R5_RA-5(6),
NIST_SP_800-53_R5_SA-10,
NIST_SP_800-53_R5_SA-11,
NIST_SP_800-53_R5_SI-3","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"d9edcea6-6cb8-0266-a48c-2061fbac4310","","BuiltIn","Regulatory Compliance","Plan for continuance of essential business functions","CMA_C1255 - Plan for continuance of essential business functions","NIST_SP_800-53_R5_CP-2(5)","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"7ded6497-815d-6506-242b-e043e0273928","","BuiltIn","Regulatory Compliance","Plan for resumption of essential business functions","CMA_C1253 - Plan for resumption of essential business functions","NIST_SP_800-53_R5_CP-2(3)","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"0f31d98d-5ce2-705b-4aa5-b4f6705110dd","","BuiltIn","Regulatory Compliance","Prepare alternate processing site for use as operational site","CMA_C1278 - Prepare alternate processing site for use as operational site","NIST_SP_800-53_R5_CP-7(4)","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"4781e5fd-76b8-7d34-6df3-a0a7fca47665","","BuiltIn","Regulatory Compliance","Prevent identifier reuse for the defined time period","CMA_C1314 - Prevent identifier reuse for the defined time period","NIST_SP_800-53_R5_IA-4","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"66e5cb69-9f1c-8b8d-8fbd-b832466d5aa8","","BuiltIn","Regulatory Compliance","Prevent split tunneling for remote devices","CMA_C1632 - Prevent split tunneling for remote devices","NIST_SP_800-53_R5_SC-7(7)","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"74041cfe-3f87-1d17-79ec-34ca5f895542","","BuiltIn","Regulatory Compliance","Produce complete records of remote maintenance activities","CMA_C1403 - Produce complete records of remote maintenance activities","NIST_SP_800-53_R5_MA-2(2)","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"70a7a065-a060-85f8-7863-eb7850ed2af9","","BuiltIn","Regulatory Compliance","Produce Security Assessment report","CMA_C1146 - Produce Security Assessment report","NIST_SP_800-53_R5_CA-2","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"de077e7e-0cc8-65a6-6e08-9ab46c827b05","","BuiltIn","Regulatory Compliance","Produce, control and distribute asymmetric cryptographic keys","CMA_C1646 - Produce, control and distribute asymmetric cryptographic keys","NIST_SP_800-53_R5_SC-12(3)","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"16c54e01-9e65-7524-7c33-beda48a75779","","BuiltIn","Regulatory Compliance","Produce, control and distribute symmetric cryptographic keys","CMA_C1645 - Produce, control and distribute symmetric cryptographic keys","NIST_SP_800-53_R5_SC-12(2)","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"678ca228-042d-6d8e-a598-c58d5670437d","","BuiltIn","Regulatory Compliance","Prohibit remote activation of collaborative computing devices","CMA_C1648 - Prohibit remote activation of collaborative computing devices","NIST_SP_800-53_R5_SC-15","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"5fe84a4c-1b0c-a738-2aba-ed49c9069d3b","","BuiltIn","Regulatory Compliance","Prohibit unfair practices","CMA_0396 - Prohibit unfair practices","NIST_SP_800-53_R5_PL-4","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"09960521-759e-5d12-086f-4192a72a5e92","","BuiltIn","Regulatory Compliance","Protect administrator and user documentation","CMA_C1583 - Protect administrator and user documentation","NIST_SP_800-53_R5_SA-5","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"80a97208-264e-79da-0cc7-4fca179a0c9c","","BuiltIn","Regulatory Compliance","Protect against and prevent data theft from departing employees","CMA_0398 - Protect against and prevent data theft from departing employees","NIST_SP_800-53_R5_PS-4","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"0e696f5a-451f-5c15-5532-044136538491","","BuiltIn","Regulatory Compliance","Protect audit information","CMA_0401 - Protect audit information","NIST_SP_800-53_R5_AU-9,
NIST_SP_800-53_R5_AU-9(4)","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"b11697e8-9515-16f1-7a35-477d5c8a1344","","BuiltIn","Regulatory Compliance","Protect data in transit using encryption","CMA_0403 - Protect data in transit using encryption","NIST_SP_800-53_R5_AC-17(2),
NIST_SP_800-53_R5_AC-19(5),
NIST_SP_800-53_R5_SC-8,
NIST_SP_800-53_R5_SC-28(1)","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"2401b496-7f23-79b2-9f80-89bb5abf3d4a","","BuiltIn","Regulatory Compliance","Protect incident response plan","CMA_0405 - Protect incident response plan","NIST_SP_800-53_R5_IR-8","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"b2d3e5a2-97ab-5497-565a-71172a729d93","","BuiltIn","Regulatory Compliance","Protect passwords with encryption","CMA_0408 - Protect passwords with encryption","NIST_SP_800-53_R5_IA-5(1),
NIST_SP_800-53_R5_SC-8","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"a315c657-4a00-8eba-15ac-44692ad24423","","BuiltIn","Regulatory Compliance","Protect special information","CMA_0409 - Protect special information","NIST_SP_800-53_R5_PS-3(3),
NIST_SP_800-53_R5_SC-28","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"d42a8f69-a193-6cbc-48b9-04a9e29961f1","","BuiltIn","Regulatory Compliance","Protect wireless access","CMA_0411 - Protect wireless access","NIST_SP_800-53_R5_AC-18,
NIST_SP_800-53_R5_AC-18(1)","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"44f8a42d-739f-8030-89a8-4c2d5b3f6af3","","BuiltIn","Regulatory Compliance","Provide audit review, analysis, and reporting capability","CMA_C1124 - Provide audit review, analysis, and reporting capability","NIST_SP_800-53_R5_AU-7","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"4edaca8c-0912-1ac5-9eaa-6a1057740fae","","BuiltIn","Regulatory Compliance","Provide capability to disconnect or disable remote access","CMA_C1066 - Provide capability to disconnect or disable remote access","NIST_SP_800-53_R5_AC-17(9)","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"21633c09-804e-7fcd-78e3-635c6bfe2be7","","BuiltIn","Regulatory Compliance","Provide capability to process customer-controlled audit records","CMA_C1126 - Provide capability to process customer-controlled audit records","NIST_SP_800-53_R5_AU-7(1)","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"de936662-13dc-204c-75ec-1af80f994088","","BuiltIn","Regulatory Compliance","Provide contingency training","CMA_0412 - Provide contingency training","NIST_SP_800-53_R5_CP-3","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"2d4d0e90-32d9-4deb-2166-a00d51ed57c0","","BuiltIn","Regulatory Compliance","Provide information spillage training","CMA_0413 - Provide information spillage training","NIST_SP_800-53_R5_IR-2,
NIST_SP_800-53_R5_IR-9(2)","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"7fc1f0da-0050-19bb-3d75-81ae15940df6","","BuiltIn","Regulatory Compliance","Provide monitoring information as needed","CMA_C1689 - Provide monitoring information as needed","NIST_SP_800-53_R5_SI-4","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"9ac8621d-9acd-55bf-9f99-ee4212cc3d85","","BuiltIn","Regulatory Compliance","Provide periodic role-based security training","CMA_C1095 - Provide periodic role-based security training","NIST_SP_800-53_R5_AT-3","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"516be556-1353-080d-2c2f-f46f000d5785","","BuiltIn","Regulatory Compliance","Provide periodic security awareness training","CMA_C1091 - Provide periodic security awareness training","NIST_SP_800-53_R5_AT-2","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"518eafdd-08e5-37a9-795b-15a8d798056d","","BuiltIn","Regulatory Compliance","Provide privacy training","CMA_0415 - Provide privacy training","NIST_SP_800-53_R5_AC-17,
NIST_SP_800-53_R5_AC-17(4)","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"0f4fa857-079d-9d3d-5c49-21f616189e03","","BuiltIn","Regulatory Compliance","Provide real-time alerts for audit event failures","CMA_C1114 - Provide real-time alerts for audit event failures","NIST_SP_800-53_R5_AU-5(2)","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"d041726f-00e0-41ca-368c-b1a122066482","","BuiltIn","Regulatory Compliance","Provide role-based practical exercises","CMA_C1096 - Provide role-based practical exercises","NIST_SP_800-53_R5_AT-3(3)","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"4c385143-09fd-3a34-790c-a5fd9ec77ddc","","BuiltIn","Regulatory Compliance","Provide role-based security training","CMA_C1094 - Provide role-based security training","NIST_SP_800-53_R5_AT-3","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"bbb2e6d6-085f-5a35-a55d-e45daad38933","","BuiltIn","Regulatory Compliance","Provide secure name and address resolution services","CMA_0416 - Provide secure name and address resolution services","NIST_SP_800-53_R5_SC-20","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"9b8b05ec-3d21-215e-5d98-0f7cf0998202","","BuiltIn","Regulatory Compliance","Provide security awareness training for insider threats","CMA_0417 - Provide security awareness training for insider threats","NIST_SP_800-53_R5_AT-2(2)","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"2b05dca2-25ec-9335-495c-29155f785082","","BuiltIn","Regulatory Compliance","Provide security training before providing access","CMA_0418 - Provide security training before providing access","NIST_SP_800-53_R5_AT-3","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"1cb7bf71-841c-4741-438a-67c65fdd7194","","BuiltIn","Regulatory Compliance","Provide security training for new users","CMA_0419 - Provide security training for new users","NIST_SP_800-53_R5_AT-2","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"d200f199-69f4-95a6-90b0-37ff0cf1040c","","BuiltIn","Regulatory Compliance","Provide the capability to extend or limit auditing on customer-deployed resources","CMA_C1141 - Provide the capability to extend or limit auditing on customer-deployed resources","NIST_SP_800-53_R5_AU-12(3)","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"db580551-0b3c-4ea1-8a4c-4cdb5feb340f","","BuiltIn","Regulatory Compliance","Provide the logout capability","CMA_C1055 - Provide the logout capability","NIST_SP_800-53_R5_AC-12(1)","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"eb598832-4bcc-658d-4381-3ecbe17b9866","","BuiltIn","Regulatory Compliance","Provide timely maintenance support","CMA_C1425 - Provide timely maintenance support","NIST_SP_800-53_R5_MA-6","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"d136ae80-54dd-321c-98b4-17acf4af2169","","BuiltIn","Regulatory Compliance","Provide updated security awareness training","CMA_C1090 - Provide updated security awareness training","NIST_SP_800-53_R5_AT-2","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"7805a343-275c-41be-9d62-7215b96212d8","","BuiltIn","Regulatory Compliance","Reassign or remove user privileges as needed","CMA_C1040 - Reassign or remove user privileges as needed","NIST_SP_800-53_R5_AC-6(7)","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"d6653f89-7cb5-24a4-9d71-51581038231b","","BuiltIn","Regulatory Compliance","Reauthenticate or terminate a user session","CMA_0421 - Reauthenticate or terminate a user session","NIST_SP_800-53_R5_SC-10","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"f33c3238-11d2-508c-877c-4262ec1132e1","","BuiltIn","Regulatory Compliance","Recover and reconstitute resources after any disruption","CMA_C1295 - Recover and reconstitute resources after any disruption","NIST_SP_800-53_R5_CP-10","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"e89436d8-6a93-3b62-4444-1d2a42ad56b2","","BuiltIn","Regulatory Compliance","Reevaluate access upon personnel transfer","CMA_0424 - Reevaluate access upon personnel transfer","NIST_SP_800-53_R5_PS-5","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"3ae68d9a-5696-8c32-62d3-c6f9c52e437c","","BuiltIn","Regulatory Compliance","Refresh authenticators","CMA_0425 - Refresh authenticators","NIST_SP_800-53_R5_IA-5","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"2f204e72-1896-3bf8-75c9-9128b8683a36","","BuiltIn","Regulatory Compliance","Reissue authenticators for changed groups and accounts","CMA_0426 - Reissue authenticators for changed groups and accounts","NIST_SP_800-53_R5_AC-2,
NIST_SP_800-53_R5_IA-5","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"be38a620-000b-21cf-3cb3-ea151b704c3b","","BuiltIn","Regulatory Compliance","Remediate information system flaws","CMA_0427 - Remediate information system flaws","NIST_SP_800-53_R5_CM-6,
NIST_SP_800-53_R5_RA-5,
NIST_SP_800-53_R5_RA-5(2),
NIST_SP_800-53_R5_RA-5(3),
NIST_SP_800-53_R5_RA-5(6),
NIST_SP_800-53_R5_SA-10,
NIST_SP_800-53_R5_SA-11,
NIST_SP_800-53_R5_SI-2,
NIST_SP_800-53_R5_SI-2(2)","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"e4054c0e-1184-09e6-4c5e-701e0bc90f81","","BuiltIn","Regulatory Compliance","Report atypical behavior of user accounts","CMA_C1025 - Report atypical behavior of user accounts","NIST_SP_800-53_R5_AC-2(12)","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"de770ba6-50dd-a316-2932-e0d972eaa734","","BuiltIn","Regulatory Compliance","Require approval for account creation","CMA_0431 - Require approval for account creation","NIST_SP_800-53_R5_AC-2,
NIST_SP_800-53_R5_AC-3","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"725164e5-3b21-1ec2-7e42-14f077862841","","BuiltIn","Regulatory Compliance","Require compliance with intellectual property rights","CMA_0432 - Require compliance with intellectual property rights","NIST_SP_800-53_R5_CM-10","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"f6da5cca-5795-60ff-49e1-4972567815fe","","BuiltIn","Regulatory Compliance","Require developer to identify SDLC ports, protocols, and services","CMA_C1578 - Require developer to identify SDLC ports, protocols, and services","NIST_SP_800-53_R5_SA-4(9)","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
"f131c8c5-a54a-4888-1efc-158928924bc1","","BuiltIn","Regulatory Compliance","Require developers to build security architecture","CMA_C1612 - Require developers to build security architecture","NIST_SP_800-53_R5_SA-17","NIST-800-53: Manual (Policy Default)","Manual,
Disabled","Manual","Manual","Manual","Manual","","","",""
