"name","referencePath","policyType","category","displayName","description","groupNames","policySets","allowedEffects","prodEffect","nonprodEffect","prodParameters","nonprodParameters"
"d2e7ea85-6b44-4317-a0be-1b951587f626","","BuiltIn","Kubernetes","Kubernetes clusters should not grant CAP_SYS_ADMIN security capabilities","To reduce the attack surface of your containers, restrict CAP_SYS_ADMIN Linux capabilities. For more information, see https://aka.ms/kubepolicydoc.","Azure_Security_Benchmark_v3.0_PV-2","ASB: Audit (default: KubernetesClustersShouldNotGrantCAPSYSADMINSecurityCapabilitiesMonitoringEffect)","parameter:
  Deny,
  Audit,
  Disabled","Audit","Audit","{""KubernetesClustersShouldNotGrantCAPSYSADMINSecurityCapabilitiesMonitoringLabelSelector"":{},""KubernetesClustersShouldNotGrantCAPSYSADMINSecurityCapabilitiesMonitoringNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azuredefender"",""mdc"",""azure-extensions-usage-system""]}","{""KubernetesClustersShouldNotGrantCAPSYSADMINSecurityCapabilitiesMonitoringLabelSelector"":{},""KubernetesClustersShouldNotGrantCAPSYSADMINSecurityCapabilitiesMonitoringNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azuredefender"",""mdc"",""azure-extensions-usage-system""]}"
"9f061a12-e40d-4183-a00e-171812443373","","BuiltIn","Kubernetes","Kubernetes clusters should not use the default namespace","Prevent usage of the default namespace in Kubernetes clusters to protect against unauthorized access for ConfigMap, Pod, Secret, Service, and ServiceAccount resource types. For more information, see https://aka.ms/kubepolicydoc.","Azure_Security_Benchmark_v3.0_PV-2","ASB: Audit (default: KubernetesClustersShouldNotUseTheDefaultNamespaceMonitoringEffect)","parameter:
  Deny,
  Audit,
  Disabled","Audit","Audit","{""KubernetesClustersShouldNotUseTheDefaultNamespaceMonitoringLabelSelector"":{}}","{""KubernetesClustersShouldNotUseTheDefaultNamespaceMonitoringLabelSelector"":{}}"
"245fc9df-fa96-4414-9a0b-3738c2f7341c","","BuiltIn","Kubernetes","Resource logs in Azure Kubernetes Service should be enabled","Azure Kubernetes Service's resource logs can help recreate activity trails when investigating security incidents. Enable it to make sure the logs will exist when needed","Azure_Security_Benchmark_v3.0_LT-3","ASB: AuditIfNotExists (default: diagnosticsLogsInKubernetesMonitoringEffect)","parameter:
  AuditIfNotExists,
  Disabled","AuditIfNotExists","AuditIfNotExists","{""diagnosticsLogsInKubernetesRetentionDays"":""1""}","{""diagnosticsLogsInKubernetesRetentionDays"":""1""}"
"41425d9f-d1a5-499a-9932-f8ed8453932c","","BuiltIn","Kubernetes","Temp disks and cache for agent node pools in Azure Kubernetes Service clusters should be encrypted at host","To enhance data security, the data stored on the virtual machine (VM) host of your Azure Kubernetes Service nodes VMs should be encrypted at rest. This is a common requirement in many regulatory and industry compliance standards.","NIST_SP_800-53_R5_SC-28,
NIST_SP_800-53_R5_SC-28(1)","NIST-800-53: Audit (default: effect-41425d9f-d1a5-499a-9932-f8ed8453932c)","parameter:
  Deny,
  Audit,
  Disabled","Audit","Audit","",""
"1fafeaf6-7927-4059-a50a-8eb2a7a6f2b5","","BuiltIn","Logic Apps","Logic Apps Integration Service Environment should be encrypted with customer-managed keys","Deploy into Integration Service Environment to manage encryption at rest of Logic Apps data using customer-managed keys. By default, customer data is encrypted with service-managed keys, but customer-managed keys are commonly required to meet regulatory compliance standards. Customer-managed keys enable the data to be encrypted with an Azure Key Vault key created and owned by you. You have full control and responsibility for the key lifecycle, including rotation and management.","NIST_SP_800-53_R5_SC-12","NIST-800-53: Audit (default: effect-1fafeaf6-7927-4059-a50a-8eb2a7a6f2b5)","parameter:
  Deny,
  Audit,
  Disabled","Audit","Audit","",""
"34f95f76-5386-4de7-b824-0d8478470c9d","","BuiltIn","Logic Apps","Resource logs in Logic Apps should be enabled","Audit enabling of resource logs. This enables you to recreate activity trails to use for investigation purposes; when a security incident occurs or when your network is compromised","Azure_Security_Benchmark_v3.0_LT-3,
NIST_SP_800-53_R5_AU-6(4),
NIST_SP_800-53_R5_AU-6(5),
NIST_SP_800-53_R5_AU-12,
NIST_SP_800-53_R5_AU-12(1)","ASB: AuditIfNotExists (default: diagnosticsLogsInLogicAppsMonitoringEffect),
NIST-800-53: AuditIfNotExists (Policy Default)","parameter:
  AuditIfNotExists,
  Disabled","AuditIfNotExists","AuditIfNotExists","{""diagnosticsLogsInLogicAppsRetentionDays"":""1""}","{""diagnosticsLogsInLogicAppsRetentionDays"":""1""}"
"f110a506-2dcb-422e-bcea-d533fc8c35e2","","BuiltIn","Machine Learning","Azure Machine Learning compute instances should be recreated to get the latest software updates","Ensure Azure Machine Learning compute instances run on the latest available operating system. Security is improved and vulnerabilities reduced by running with the latest security patches. For more information, visit https://aka.ms/azureml-ci-updates/.","Azure_Security_Benchmark_v3.0_PV-2","ASB: Audit (Policy Default)","override:
  Audit,
  Disabled","Audit","Audit","",""
"7804b5c7-01dc-4723-969b-ae300cc07ff1","","BuiltIn","Machine Learning","Azure Machine Learning Computes should be in a virtual network","Azure Virtual Networks provide enhanced security and isolation for your Azure Machine Learning Compute Clusters and Instances, as well as subnets, access control policies, and other features to further restrict access. When a compute is configured with a virtual network, it is not publicly addressable and can only be accessed from virtual machines and applications within the virtual network.","Azure_Security_Benchmark_v3.0_NS-2","ASB: Audit (Policy Default)","override:
  Audit,
  Disabled","Audit","Audit","",""
"e96a9a5f-07ca-471b-9bc5-6a0f33cbd68f","","BuiltIn","Machine Learning","Azure Machine Learning Computes should have local authentication methods disabled","Disabling local authentication methods improves security by ensuring that Machine Learning Computes require Azure Active Directory identities exclusively for authentication. Learn more at: https://aka.ms/azure-ml-aad-policy.","Azure_Security_Benchmark_v3.0_IM-1","ASB: Audit (Policy Default)","override:
  Deny,
  Audit,
  Disabled","Audit","Audit","",""
"ba769a63-b8cc-4b2d-abf6-ac33c7204be8","","BuiltIn","Machine Learning","Azure Machine Learning workspaces should be encrypted with a customer-managed key","Manage encryption at rest of Azure Machine Learning workspace data with customer-managed keys. By default, customer data is encrypted with service-managed keys, but customer-managed keys are commonly required to meet regulatory compliance standards. Customer-managed keys enable the data to be encrypted with an Azure Key Vault key created and owned by you. You have full control and responsibility for the key lifecycle, including rotation and management. Learn more at https://aka.ms/azureml-workspaces-cmk.","Azure_Security_Benchmark_v3.0_DP-5,
NIST_SP_800-53_R5_SC-12","ASB: Disabled (default: azureMachineLearningWorkspacesShouldBeEncryptedWithACustomerManagedKeyMonitoringEffect),
NIST-800-53: Audit (default: effect-ba769a63-b8cc-4b2d-abf6-ac33c7204be8)","parameter:
  Deny,
  Audit,
  Disabled","Disabled","Disabled","",""
"438c38d2-3772-465a-a9cc-7a6666a275ce","","BuiltIn","Machine Learning","Azure Machine Learning Workspaces should disable public network access","Disabling public network access improves security by ensuring that the Machine Learning Workspaces aren't exposed on the public internet. You can control exposure of your workspaces by creating private endpoints instead. Learn more at: https://learn.microsoft.com/azure/machine-learning/how-to-configure-private-link?view=azureml-api-2&tabs=azure-portal.","Azure_Security_Benchmark_v3.0_NS-2","ASB: Audit (Policy Default)","override:
  Deny,
  Audit,
  Disabled","Audit","Audit","",""
"45e05259-1eb5-4f70-9574-baf73e9d219b","","BuiltIn","Machine Learning","Azure Machine Learning workspaces should use private link","Azure Private Link lets you connect your virtual network to Azure services without a public IP address at the source or destination. The Private Link platform handles the connectivity between the consumer and services over the Azure backbone network. By mapping private endpoints to Azure Machine Learning workspaces, data leakage risks are reduced. Learn more about private links at: https://docs.microsoft.com/azure/machine-learning/how-to-configure-private-link.","Azure_Security_Benchmark_v3.0_NS-2,
NIST_SP_800-53_R5_AC-4,
NIST_SP_800-53_R5_AC-17,
NIST_SP_800-53_R5_AC-17(1),
NIST_SP_800-53_R5_SC-7,
NIST_SP_800-53_R5_SC-7(3)","ASB: Audit (default: azureMachineLearningWorkspacesShouldUsePrivateLinkMonitoringEffect),
NIST-800-53: Audit (default: effect-45e05259-1eb5-4f70-9574-baf73e9d219b)","parameter:
  Audit,
  Disabled","Audit","Audit","",""
"afe0c3be-ba3b-4544-ba52-0c99672a8ad6","","BuiltIn","Machine Learning","Resource logs in Azure Machine Learning Workspaces should be enabled","Resource logs enable recreating activity trails to use for investigation purposes when a security incident occurs or when your network is compromised.","Azure_Security_Benchmark_v3.0_LT-3","ASB: AuditIfNotExists (Policy Default)","override:
  AuditIfNotExists,
  Disabled","AuditIfNotExists","AuditIfNotExists","",""
"842c54e8-c2f9-4d79-ae8d-38d8b8019373","","BuiltIn","Monitoring","[Preview]: Log Analytics extension should be installed on your Linux Azure Arc machines","This policy audits Linux Azure Arc machines if the Log Analytics extension is not installed.","Azure_Security_Benchmark_v3.0_LT-5,
NIST_SP_800-53_R5_AU-6(4),
NIST_SP_800-53_R5_AU-6(5),
NIST_SP_800-53_R5_AU-12,
NIST_SP_800-53_R5_AU-12(1),
NIST_SP_800-53_R5_SI-4","ASB: AuditIfNotExists (default: ArcLinuxMonitoringEffect),
NIST-800-53: AuditIfNotExists (Policy Default)","parameter:
  AuditIfNotExists,
  Disabled","AuditIfNotExists","AuditIfNotExists","",""
"d69b1763-b96d-40b8-a2d9-ca31e9fd0d3e","","BuiltIn","Monitoring","[Preview]: Log Analytics extension should be installed on your Windows Azure Arc machines","This policy audits Windows Azure Arc machines if the Log Analytics extension is not installed.","Azure_Security_Benchmark_v3.0_LT-5,
NIST_SP_800-53_R5_AU-6(4),
NIST_SP_800-53_R5_AU-6(5),
NIST_SP_800-53_R5_AU-12,
NIST_SP_800-53_R5_AU-12(1),
NIST_SP_800-53_R5_SI-4","ASB: AuditIfNotExists (default: ArcWindowsMonitoringEffect),
NIST-800-53: AuditIfNotExists (Policy Default)","parameter:
  AuditIfNotExists,
  Disabled","AuditIfNotExists","AuditIfNotExists","",""
"04c4380f-3fae-46e8-96c9-30193528f602","","BuiltIn","Monitoring","[Preview]: Network traffic data collection agent should be installed on Linux virtual machines","Security Center uses the Microsoft Dependency agent to collect network traffic data from your Azure virtual machines to enable advanced network protection features such as traffic visualization on the network map, network hardening recommendations and specific network threats.","Azure_Security_Benchmark_v3.0_LT-4,
NIST_SP_800-53_R5_AU-6,
NIST_SP_800-53_R5_AU-6(4),
NIST_SP_800-53_R5_AU-6(5),
NIST_SP_800-53_R5_AU-12,
NIST_SP_800-53_R5_AU-12(1),
NIST_SP_800-53_R5_SI-4","ASB: AuditIfNotExists (default: ASCDependencyAgentAuditLinuxEffect),
NIST-800-53: AuditIfNotExists (Policy Default)","parameter:
  AuditIfNotExists,
  Disabled","AuditIfNotExists","AuditIfNotExists","",""
"2f2ee1de-44aa-4762-b6bd-0893fc3f306d","","BuiltIn","Monitoring","[Preview]: Network traffic data collection agent should be installed on Windows virtual machines","Security Center uses the Microsoft Dependency agent to collect network traffic data from your Azure virtual machines to enable advanced network protection features such as traffic visualization on the network map, network hardening recommendations and specific network threats.","Azure_Security_Benchmark_v3.0_LT-4,
NIST_SP_800-53_R5_AU-6,
NIST_SP_800-53_R5_AU-6(4),
NIST_SP_800-53_R5_AU-6(5),
NIST_SP_800-53_R5_AU-12,
NIST_SP_800-53_R5_AU-12(1),
NIST_SP_800-53_R5_SI-4","ASB: AuditIfNotExists (default: ASCDependencyAgentAuditWindowsEffect),
NIST-800-53: AuditIfNotExists (Policy Default)","parameter:
  AuditIfNotExists,
  Disabled","AuditIfNotExists","AuditIfNotExists","",""
"ea0dfaed-95fb-448c-934e-d6e713ce393d","","BuiltIn","Monitoring","Azure Monitor Logs clusters should be created with infrastructure-encryption enabled (double encryption)","To ensure secure data encryption is enabled at the service level and the infrastructure level with two different encryption algorithms and two different keys, use an Azure Monitor dedicated cluster. This option is enabled by default when supported at the region, see https://docs.microsoft.com/azure/azure-monitor/platform/customer-managed-keys#customer-managed-key-overview.","NIST_SP_800-53_R5_SC-28,
NIST_SP_800-53_R5_SC-28(1)","NIST-800-53: audit (default: effect-ea0dfaed-95fb-448c-934e-d6e713ce393d)","parameter:
  Deny,
  Audit,
  Disabled","Audit","Audit","",""
"1f68a601-6e6d-4e42-babf-3f643a047ea2","","BuiltIn","Monitoring","Azure Monitor Logs clusters should be encrypted with customer-managed key","Create Azure Monitor logs cluster with customer-managed keys encryption. By default, the log data is encrypted with service-managed keys, but customer-managed keys are commonly required to meet regulatory compliance. Customer-managed key in Azure Monitor gives you more control over the access to you data, see https://docs.microsoft.com/azure/azure-monitor/platform/customer-managed-keys.","NIST_SP_800-53_R5_SC-12","NIST-800-53: audit (default: effect-1f68a601-6e6d-4e42-babf-3f643a047ea2)","parameter:
  Deny,
  Audit,
  Disabled","Audit","Audit","",""
"fa298e57-9444-42ba-bf04-86e8470e32c7","","BuiltIn","Monitoring","Saved-queries in Azure Monitor should be saved in customer storage account for logs encryption","Link storage account to Log Analytics workspace to protect saved-queries with storage account encryption. Customer-managed keys are commonly required to meet regulatory compliance and for more control over the access to your saved-queries in Azure Monitor. For more details on the above, see https://docs.microsoft.com/azure/azure-monitor/platform/customer-managed-keys?tabs=portal#customer-managed-key-for-saved-queries.","NIST_SP_800-53_R5_SC-12","NIST-800-53: audit (default: effect-fa298e57-9444-42ba-bf04-86e8470e32c7)","parameter:
  Deny,
  Audit,
  Disabled","Audit","Audit","",""
"fc5e4038-4584-4632-8c85-c0448d374b2c","","BuiltIn","Network","[Preview]: All Internet traffic should be routed via your deployed Azure Firewall","Azure Security Center has identified that some of your subnets aren't protected with a next generation firewall. Protect your subnets from potential threats by restricting access to them with Azure Firewall or a supported next generation firewall","Azure_Security_Benchmark_v3.0_NS-3,
NIST_SP_800-53_R5_AC-4,
NIST_SP_800-53_R5_SC-7,
NIST_SP_800-53_R5_SC-7(3),
NIST_SP_800-53_R5_SI-4","ASB: AuditIfNotExists (default: AzureFirewallEffect),
NIST-800-53: AuditIfNotExists (Policy Default)","parameter:
  AuditIfNotExists,
  Disabled","AuditIfNotExists","AuditIfNotExists","",""
"055aa869-bc98-4af8-bafc-23f1ab6ffe2c","","BuiltIn","Network","Azure Web Application Firewall should be enabled for Azure Front Door entry-points","Deploy Azure Web Application Firewall (WAF) in front of public facing web applications for additional inspection of incoming traffic. Web Application Firewall (WAF) provides centralized protection of your web applications from common exploits and vulnerabilities such as SQL injections, Cross-Site Scripting, local and remote file executions. You can also restrict access to your web applications by countries, IP address ranges, and other http(s) parameters via custom rules.","Azure_Security_Benchmark_v3.0_NS-6,
NIST_SP_800-53_R5_SC-5,
NIST_SP_800-53_R5_SC-7,
NIST_SP_800-53_R5_SC-7(3)","ASB: Audit (default: webApplicationFirewallShouldBeEnabledForAzureFrontDoorServiceServiceMonitoringEffect),
NIST-800-53: Audit (default: effect-055aa869-bc98-4af8-bafc-23f1ab6ffe2c)","parameter:
  Deny,
  Audit,
  Disabled","Audit","Audit","",""
"b6e2945c-0b7b-40f5-9233-7a5323b5cdc6","","BuiltIn","Network","Network Watcher should be enabled","Network Watcher is a regional service that enables you to monitor and diagnose conditions at a network scenario level in, to, and from Azure. Scenario level monitoring enables you to diagnose problems at an end to end network level view. It is required to have a network watcher resource group to be created in every region where a virtual network is present. An alert is enabled if a network watcher resource group is not available in a particular region.","Azure_Security_Benchmark_v3.0_IR-4,
NIST_SP_800-53_R5_AU-6,
NIST_SP_800-53_R5_AU-6(4),
NIST_SP_800-53_R5_AU-6(5),
NIST_SP_800-53_R5_AU-12,
NIST_SP_800-53_R5_AU-12(1),
NIST_SP_800-53_R5_SI-4","ASB: AuditIfNotExists (default: networkWatcherShouldBeEnabledMonitoringEffect),
NIST-800-53: AuditIfNotExists (Policy Default)","parameter:
  AuditIfNotExists,
  Disabled","AuditIfNotExists","AuditIfNotExists","{""networkWatcherShouldBeEnabledResourceGroupName"":""NetworkWatcherRG"",""resourceGroupName-b6e2945c-0b7b-40f5-9233-7a5323b5cdc6"":""NetworkWatcherRG""}","{""networkWatcherShouldBeEnabledResourceGroupName"":""NetworkWatcherRG"",""resourceGroupName-b6e2945c-0b7b-40f5-9233-7a5323b5cdc6"":""NetworkWatcherRG""}"
"21a6bc25-125e-4d13-b82d-2e19b7208ab7","","BuiltIn","Network","VPN gateways should use only Azure Active Directory (Azure AD) authentication for point-to-site users","Disabling local authentication methods improves security by ensuring that VPN Gateways use only Azure Active Directory identities for authentication. Learn more about Azure AD authentication at https://docs.microsoft.com/azure/vpn-gateway/openvpn-azure-ad-tenant","Azure_Security_Benchmark_v3.0_IM-1","ASB: Audit (Policy Default)","override:
  Deny,
  Audit,
  Disabled","Audit","Audit","",""
"564feb30-bf6a-4854-b4bb-0d2d2d1e6c66","","BuiltIn","Network","Web Application Firewall (WAF) should be enabled for Application Gateway","Deploy Azure Web Application Firewall (WAF) in front of public facing web applications for additional inspection of incoming traffic. Web Application Firewall (WAF) provides centralized protection of your web applications from common exploits and vulnerabilities such as SQL injections, Cross-Site Scripting, local and remote file executions. You can also restrict access to your web applications by countries, IP address ranges, and other http(s) parameters via custom rules.","Azure_Security_Benchmark_v3.0_NS-6,
NIST_SP_800-53_R5_SC-5,
NIST_SP_800-53_R5_SC-7,
NIST_SP_800-53_R5_SC-7(3)","ASB: Audit (default: webApplicationFirewallShouldBeEnabledForApplicationGatewayMonitoringEffect),
NIST-800-53: Audit (default: effect-564feb30-bf6a-4854-b4bb-0d2d2d1e6c66)","parameter:
  Deny,
  Audit,
  Disabled","Audit","Audit","",""
"a049bf77-880b-470f-ba6d-9f21c530cf83","","BuiltIn","Search","Azure Cognitive Search service should use a SKU that supports private link","With supported SKUs of Azure Cognitive Search, Azure Private Link lets you connect your virtual network to Azure services without a public IP address at the source or destination. The private link platform handles the connectivity between the consumer and services over the Azure backbone network. By mapping private endpoints to your Search service, data leakage risks are reduced. Learn more at: https://aka.ms/azure-cognitive-search/inbound-private-endpoints.","NIST_SP_800-53_R5_AC-4,
NIST_SP_800-53_R5_AC-17,
NIST_SP_800-53_R5_AC-17(1),
NIST_SP_800-53_R5_SC-7,
NIST_SP_800-53_R5_SC-7(3)","NIST-800-53: Audit (default: effect-a049bf77-880b-470f-ba6d-9f21c530cf83)","parameter:
  Deny,
  Audit,
  Disabled","Audit","Audit","",""
"ee980b6d-0eca-4501-8d54-f6290fd512c3","","BuiltIn","Search","Azure Cognitive Search services should disable public network access","Disabling public network access improves security by ensuring that your Azure Cognitive Search service is not exposed on the public internet. Creating private endpoints can limit exposure of your Search service. Learn more at: https://aka.ms/azure-cognitive-search/inbound-private-endpoints.","NIST_SP_800-53_R5_AC-4,
NIST_SP_800-53_R5_SC-7,
NIST_SP_800-53_R5_SC-7(3)","NIST-800-53: Audit (default: effect-ee980b6d-0eca-4501-8d54-f6290fd512c3)","parameter:
  Deny,
  Audit,
  Disabled","Audit","Audit","",""
"0fda3595-9f2b-4592-8675-4231d6fa82fe","","BuiltIn","Search","Azure Cognitive Search services should use private link","Azure Private Link lets you connect your virtual network to Azure services without a public IP address at the source or destination. The Private Link platform handles the connectivity between the consumer and services over the Azure backbone network. By mapping private endpoints to Azure Cognitive Search, data leakage risks are reduced. Learn more about private links at: https://aka.ms/azure-cognitive-search/inbound-private-endpoints.","NIST_SP_800-53_R5_AC-4,
NIST_SP_800-53_R5_AC-17,
NIST_SP_800-53_R5_AC-17(1),
NIST_SP_800-53_R5_SC-7,
NIST_SP_800-53_R5_SC-7(3)","NIST-800-53: Audit (Policy Default)","override:
  Audit,
  Disabled","Audit","Audit","",""
"b4330a05-a843-4bc8-bf9a-cacce50c67f4","","BuiltIn","Search","Resource logs in Search services should be enabled","Audit enabling of resource logs. This enables you to recreate activity trails to use for investigation purposes; when a security incident occurs or when your network is compromised","Azure_Security_Benchmark_v3.0_LT-3,
NIST_SP_800-53_R5_AU-6(4),
NIST_SP_800-53_R5_AU-6(5),
NIST_SP_800-53_R5_AU-12,
NIST_SP_800-53_R5_AU-12(1)","ASB: AuditIfNotExists (default: diagnosticsLogsInSearchServiceMonitoringEffect),
NIST-800-53: AuditIfNotExists (Policy Default)","parameter:
  AuditIfNotExists,
  Disabled","AuditIfNotExists","AuditIfNotExists","{""diagnosticsLogsInSearchServiceRetentionDays"":""1""}","{""diagnosticsLogsInSearchServiceRetentionDays"":""1""}"
"672fe5a1-2fcd-42d7-b85d-902b6e28c6ff","","BuiltIn","Security Center","[Preview]: Guest Attestation extension should be installed on supported Linux virtual machines","Install Guest Attestation extension on supported Linux virtual machines to allow Azure Security Center to proactively attest and monitor the boot integrity. Once installed, boot integrity will be attested via Remote Attestation. This assessment applies to Trusted Launch and Confidential Linux virtual machines.","Azure_Security_Benchmark_v3.0_PV-4","ASB: AuditIfNotExists (default: GuestAttestationExtensionShouldBeInstalledOnSupportedLinuxVirtualMachinesMonitoringEffect)","parameter:
  AuditIfNotExists,
  Disabled","AuditIfNotExists","AuditIfNotExists","",""
"a21f8c92-9e22-4f09-b759-50500d1d2dda","","BuiltIn","Security Center","[Preview]: Guest Attestation extension should be installed on supported Linux virtual machines scale sets","Install Guest Attestation extension on supported Linux virtual machines scale sets to allow Azure Security Center to proactively attest and monitor the boot integrity. Once installed, boot integrity will be attested via Remote Attestation.  This assessment applies to Trusted Launch and Confidential Linux virtual machine scale sets.","Azure_Security_Benchmark_v3.0_PV-4","ASB: AuditIfNotExists (default: GuestAttestationExtensionShouldBeInstalledOnSupportedLinuxVirtualMachinesScaleSetsMonitoringEffect)","parameter:
  AuditIfNotExists,
  Disabled","AuditIfNotExists","AuditIfNotExists","",""
"1cb4d9c2-f88f-4069-bee0-dba239a57b09","","BuiltIn","Security Center","[Preview]: Guest Attestation extension should be installed on supported Windows virtual machines","Install Guest Attestation extension on supported virtual machines to allow Azure Security Center to proactively attest and monitor the boot integrity. Once installed, boot integrity will be attested via Remote Attestation. This assessment applies to Trusted Launch and Confidential Windows virtual machines.","Azure_Security_Benchmark_v3.0_PV-4","ASB: AuditIfNotExists (default: GuestAttestationExtensionShouldBeInstalledOnSupportedWindowsVirtualMachinesMonitoringEffect)","parameter:
  AuditIfNotExists,
  Disabled","AuditIfNotExists","AuditIfNotExists","",""
"f655e522-adff-494d-95c2-52d4f6d56a42","","BuiltIn","Security Center","[Preview]: Guest Attestation extension should be installed on supported Windows virtual machines scale sets","Install Guest Attestation extension on supported virtual machines scale sets to allow Azure Security Center to proactively attest and monitor the boot integrity. Once installed, boot integrity will be attested via Remote Attestation. This assessment applies to Trusted Launch and Confidential Windows virtual machine scale sets.","Azure_Security_Benchmark_v3.0_PV-4","ASB: AuditIfNotExists (default: GuestAttestationExtensionShouldBeInstalledOnSupportedWindowsVirtualMachinesScaleSetsMonitoringEffect)","parameter:
  AuditIfNotExists,
  Disabled","AuditIfNotExists","AuditIfNotExists","",""
"13a6c84f-49a5-410a-b5df-5b880c3fe009","","BuiltIn","Security Center","[Preview]: Linux virtual machines should use only signed and trusted boot components","All OS boot components (boot loader, kernel, kernel drivers) must be signed by trusted publishers. Defender for Cloud has identified untrusted OS boot components on one or more of your Linux machines. To protect your machines from potentially malicious components, add them to your allow list or remove the identified components.","Azure_Security_Benchmark_v3.0_PV-4","ASB: AuditIfNotExists (default: LinuxVirtualMachineShouldUseSignedAndTrustedBootComponentEffect)","parameter:
  AuditIfNotExists,
  Disabled","AuditIfNotExists","AuditIfNotExists","",""
"97566dd7-78ae-4997-8b36-1c7bfe0d8121","","BuiltIn","Security Center","[Preview]: Secure Boot should be enabled on supported Windows virtual machines","Enable Secure Boot on supported Windows virtual machines to mitigate against malicious and unauthorized changes to the boot chain. Once enabled, only trusted bootloaders, kernel and kernel drivers will be allowed to run. This assessment applies to Trusted Launch and Confidential Windows virtual machines.","Azure_Security_Benchmark_v3.0_PV-4","ASB: Audit (default: SecureBootShouldBeEnabledOnSupportedWindowsVirtualMachinesMonitoringEffect)","parameter:
  Audit,
  Disabled","Audit","Audit","",""
"f85bf3e0-d513-442e-89c3-1784ad63382b","","BuiltIn","Security Center","[Preview]: System updates should be installed on your machines (powered by Update Center)","Your machines are missing system, security, and critical updates. Software updates often include critical patches to security holes. Such holes are frequently exploited in malware attacks so it's vital to keep your software updated. To install all outstanding patches and secure your machines, follow the remediation steps.","Azure_Security_Benchmark_v3.0_PV-6","ASB: AuditIfNotExists (default: systemUpdatesV2MonitoringEffect)","parameter:
  AuditIfNotExists,
  Disabled","AuditIfNotExists","AuditIfNotExists","",""
"1c30f9cd-b84c-49cc-aa2c-9288447cc3b3","","BuiltIn","Security Center","[Preview]: vTPM should be enabled on supported virtual machines","Enable virtual TPM device on supported virtual machines to facilitate Measured Boot and other OS security features that require a TPM. Once enabled, vTPM can be used to attest boot integrity. This assessment only applies to trusted launch enabled virtual machines.","Azure_Security_Benchmark_v3.0_PV-4","ASB: Audit (default: VtpmShouldBeEnabledOnSupportedVirtualMachinesMonitoringEffect)","parameter:
  Audit,
  Disabled","Audit","Audit","",""
"4f11b553-d42e-4e3a-89be-32ca364cad4c","","BuiltIn","Security Center","A maximum of 3 owners should be designated for your subscription","It is recommended to designate up to 3 subscription owners in order to reduce the potential for breach by a compromised owner.","Azure_Security_Benchmark_v3.0_PA-1,
NIST_SP_800-53_R5_AC-2,
NIST_SP_800-53_R5_AC-6,
NIST_SP_800-53_R5_AC-6(7)","ASB: AuditIfNotExists (default: identityDesignateLessThanOwnersMonitoringEffect),
NIST-800-53: AuditIfNotExists (Policy Default)","parameter:
  AuditIfNotExists,
  Disabled","AuditIfNotExists","AuditIfNotExists","",""
"501541f7-f7e7-4cd6-868c-4190fdad3ac9","","BuiltIn","Security Center","A vulnerability assessment solution should be enabled on your virtual machines","Audits virtual machines to detect whether they are running a supported vulnerability assessment solution. A core component of every cyber risk and security program is the identification and analysis of vulnerabilities. Azure Security Center's standard pricing tier includes vulnerability scanning for your virtual machines at no extra cost. Additionally, Security Center can automatically deploy this tool for you.","Azure_Security_Benchmark_v3.0_PV-5,
NIST_SP_800-53_R5_RA-5,
NIST_SP_800-53_R5_SI-2","ASB: AuditIfNotExists (default: serverVulnerabilityAssessmentEffect),
NIST-800-53: AuditIfNotExists (Policy Default)","parameter:
  AuditIfNotExists,
  Disabled","AuditIfNotExists","AuditIfNotExists","",""
"e3e008c3-56b9-4133-8fd7-d3347377402a","","BuiltIn","Security Center","Accounts with owner permissions on Azure resources should be MFA enabled","Multi-Factor Authentication (MFA) should be enabled for all subscription accounts with owner permissions to prevent a breach of accounts or resources.","Azure_Security_Benchmark_v3.0_IM-6,
NIST_SP_800-53_R5_AC-3,
NIST_SP_800-53_R5_IA-2,
NIST_SP_800-53_R5_IA-2(1)","ASB: AuditIfNotExists (default: identityEnableMFAForOwnerPermissionsMonitoringEffect),
NIST-800-53: AuditIfNotExists (Policy Default)","parameter:
  AuditIfNotExists,
  Disabled","AuditIfNotExists","AuditIfNotExists","",""
"81b3ccb4-e6e8-4e4a-8d05-5df25cd29fd4","","BuiltIn","Security Center","Accounts with read permissions on Azure resources should be MFA enabled","Multi-Factor Authentication (MFA) should be enabled for all subscription accounts with read privileges to prevent a breach of accounts or resources.","Azure_Security_Benchmark_v3.0_IM-6,
NIST_SP_800-53_R5_AC-3,
NIST_SP_800-53_R5_IA-2,
NIST_SP_800-53_R5_IA-2(2)","ASB: AuditIfNotExists (default: identityEnableMFAForReadPermissionsMonitoringEffect),
NIST-800-53: AuditIfNotExists (Policy Default)","parameter:
  AuditIfNotExists,
  Disabled","AuditIfNotExists","AuditIfNotExists","",""
